Deaths,Moves,Wins,Gamma,Time
117,200000,0,1.46,2.9389805793762207
119,200000,0,1.47,2.437617778778076
130,200000,0,1.48,3.016781806945801
130,200000,0,1.49,2.6569364070892334
123,200000,0,1.5,2.3268210887908936
117,200000,0,1.51,2.239290714263916
144,200000,0,1.52,2.488878011703491
135,200000,0,1.53,2.1831817626953125
146,200000,0,1.54,2.0144739151000977
154,200000,0,1.55,2.1126036643981934
119,200000,0,1.56,2.051269292831421
122,200000,0,1.57,2.139216661453247
131,200000,0,1.58,2.271839141845703
121,200000,0,1.59,2.6101508140563965
115,200000,0,1.6,2.114361524581909
133,200000,0,1.61,2.067155361175537
155,200000,0,1.62,2.1792330741882324
140,200000,0,1.63,2.1419520378112793
119,200000,0,1.64,2.4376044273376465
108,200000,0,1.65,2.784440755844116
161,200000,0,1.66,2.4183285236358643
131,200000,0,1.67,2.2559187412261963
152,200000,0,1.68,2.3174195289611816
131,200000,0,1.69,2.384711503982544
152,200000,0,1.7,2.833530902862549
156,200000,0,1.71,3.058140277862549
151,200000,0,1.72,2.756972074508667
143,200000,0,1.73,3.040977716445923
145,200000,0,1.74,3.485586166381836
164,200000,0,1.75,3.0941028594970703
148,200000,0,1.76,2.9313600063323975
128,200000,0,1.77,3.0566294193267822
169,200000,0,1.78,3.416161298751831
146,200000,0,1.79,2.676687240600586
165,200000,0,1.8,3.015310525894165
116,200000,0,1.81,2.848498821258545
157,200000,0,1.82,3.1275811195373535
166,200000,0,1.83,2.842195749282837
162,200000,0,1.84,2.7663989067077637
142,200000,0,1.85,2.8467085361480713
149,200000,0,1.86,2.67781138420105
160,200000,0,1.87,2.9159493446350098
176,200000,0,1.88,2.5549097061157227
160,200000,0,1.89,2.856658458709717
134,200000,0,1.9,2.633364200592041
153,200000,0,1.91,2.8567206859588623
151,200000,0,1.92,2.260004758834839
148,200000,0,1.93,2.279249429702759
120,200000,0,1.94,2.1731998920440674
154,200000,0,1.95,1.9098317623138428
193,200000,0,1.96,1.7972168922424316
150,200000,0,1.97,1.7070972919464111
138,200000,0,1.98,1.6941406726837158
184,200000,0,1.99,1.6550450325012207
154,200000,0,2.0,1.6043510437011719
43,200000,0,0.0,2.345623016357422
84,200000,0,0.01,2.0574889183044434
83,200000,0,0.02,2.304203748703003
88,200000,0,0.03,2.1032235622406006
92,200000,0,0.04,2.9451324939727783
87,200000,0,0.05,2.4899301528930664
93,200000,0,0.06,2.448819875717163
102,200000,0,0.07,2.204596757888794
98,200000,0,0.08,2.290201187133789
112,200000,1,0.09,2.287687063217163
115,200000,3,0.1,2.4708175659179688
115,200000,3,0.11,2.324063301086426
122,200000,7,0.12,2.3007445335388184
111,200000,1,0.13,2.2432374954223633
122,200000,31,0.14,2.3045132160186768
122,200000,76,0.15,2.8975718021392822
122,200000,59,0.16,2.2983896732330322
122,200000,71,0.17,2.8872299194335938
122,200000,260,0.18,2.8520524501800537
122,34360,1000,0.19,1.5057694911956787
122,34256,1000,0.2,1.5052640438079834
122,34722,1000,0.21,1.53879976272583
122,34236,1000,0.22,2.746569871902466
122,34349,1000,0.23,2.860044240951538
122,34589,1000,0.24,2.713388442993164
122,34301,1000,0.25,3.47017240524292
122,34330,1000,0.26,3.6055946350097656
122,34498,1000,0.27,3.9189841747283936
122,34324,1000,0.28,4.01043963432312
122,34154,1000,0.29,4.030029296875
122,34490,1000,0.3,4.093936204910278
122,34161,1000,0.31,4.054787635803223
122,34319,1000,0.32,4.113941431045532
122,34344,1000,0.33,4.114325523376465
122,34247,1000,0.34,4.135134935379028
122,34313,1000,0.35,4.110088348388672
122,34371,1000,0.36,4.125322103500366
122,34236,1000,0.37,4.165550708770752
122,34268,1000,0.38,4.1426684856414795
122,34173,1000,0.39,4.116732358932495
122,34424,1000,0.4,4.20278525352478
122,34277,1000,0.41,4.237928152084351
122,34996,1000,0.42,4.241449594497681
122,34603,1000,0.43,4.235414743423462
122,34567,1000,0.44,4.272257328033447
122,34333,1000,0.45,4.272425889968872
122,34360,1000,0.46,4.280552387237549
122,34246,1000,0.47,4.360741376876831
122,34584,1000,0.48,4.420743703842163
122,34466,1000,0.49,4.423021078109741
122,34862,1000,0.5,4.413787364959717
122,34538,1000,0.51,4.387733221054077
122,34017,1000,0.52,4.439733982086182
122,34355,1000,0.53,4.39495325088501
122,34114,1000,0.54,4.401090621948242
122,34132,1000,0.55,4.416244268417358
122,34387,1000,0.56,4.445361137390137
122,34420,1000,0.57,4.441393852233887
122,34673,1000,0.58,4.392409563064575
122,33965,1000,0.59,4.420682668685913
122,34655,1000,0.6,4.431233167648315
122,34409,1000,0.61,4.388476848602295
122,34437,1000,0.62,4.397767543792725
122,34207,1000,0.63,4.361000299453735
122,34520,1000,0.64,4.3501551151275635
122,33793,1000,0.65,4.357788562774658
122,34447,1000,0.66,4.264230728149414
122,34547,1000,0.67,4.251758813858032
122,34249,1000,0.68,4.246642112731934
122,34402,1000,0.69,4.605042934417725
122,34482,1000,0.7,4.621833086013794
122,34370,1000,0.71,4.7675182819366455
122,34341,1000,0.72,4.7589428424835205
122,34232,1000,0.73,4.754415273666382
122,34354,1000,0.74,4.779159307479858
122,34219,1000,0.75,4.789427280426025
122,34350,1000,0.76,4.770380973815918
122,34044,1000,0.77,4.775823354721069
122,34506,1000,0.78,4.7402825355529785
122,34527,1000,0.79,4.754560708999634
122,34833,1000,0.8,4.748238801956177
122,33912,1000,0.81,4.790111541748047
122,34271,1000,0.82,4.7766828536987305
122,34143,1000,0.83,4.7698681354522705
122,34290,1000,0.84,4.808459758758545
122,34898,1000,0.85,4.807556629180908
122,34447,1000,0.86,4.798826694488525
122,34425,1000,0.87,4.816582202911377
122,34202,1000,0.88,5.150401592254639
122,34630,1000,0.89,5.134852409362793
122,34672,1000,0.9,5.128525257110596
122,34423,1000,0.91,5.126682996749878
122,34490,1000,0.92,5.042191028594971
122,34056,1000,0.93,4.986401081085205
122,34348,1000,0.94,4.956020355224609
122,35042,1000,0.95,4.982077121734619
122,34586,1000,0.96,4.985925674438477
122,34500,1000,0.97,4.941482782363892
122,34398,1000,0.98,4.936667442321777
122,34498,1000,0.99,4.9472596645355225
122,34377,1000,1.0,4.960820198059082
122,34495,1000,1.01,4.955285549163818
122,34065,1000,1.02,4.956374406814575
122,34421,1000,1.03,4.939864635467529
122,34130,1000,1.04,4.9638073444366455
122,34289,1000,1.05,4.931789398193359
122,34399,1000,1.06,4.8853137493133545
122,34568,1000,1.07,4.862659931182861
122,34520,1000,1.08,4.8515753746032715
122,34681,1000,1.09,4.839450836181641
122,34351,1000,1.1,3.6601064205169678
122,34622,1000,1.11,3.647505760192871
122,34499,1000,1.12,3.570939302444458
122,34595,1000,1.13,2.5470786094665527
122,34351,1000,1.14,2.3719141483306885
162,34096,1000,1.15,2.0424933433532715
124,200000,17,1.16,2.559659481048584
124,200000,12,1.17,2.4641764163970947
134,200000,8,1.18,3.0370237827301025
127,200000,5,1.19,2.5035417079925537
133,200000,6,1.2,2.5979652404785156
127,200000,5,1.21,2.558722972869873
118,200000,5,1.22,2.5040717124938965
138,200000,5,1.23,3.431232452392578
137,200000,5,1.24,2.584595203399658
139,200000,3,1.25,2.472449779510498
130,200000,3,1.26,2.582070827484131
135,200000,3,1.27,3.043020486831665
120,200000,3,1.28,2.3807296752929688
124,200000,1,1.29,2.1479897499084473
128,200000,0,1.3,2.6873364448547363
131,200000,0,1.31,2.5787525177001953
132,200000,0,1.32,2.5544707775115967
128,200000,0,1.33,2.215614080429077
130,200000,0,1.34,2.4029691219329834
126,200000,0,1.35,2.520887613296509
136,200000,0,1.36,2.420520544052124
119,200000,0,1.37,2.2622666358947754
123,200000,0,1.38,2.110488176345825
128,200000,0,1.39,2.295001268386841
113,200000,0,1.4,2.0267536640167236
125,200000,0,1.41,2.208000898361206
134,200000,0,1.42,2.159815788269043
127,200000,0,1.43,2.439983606338501
127,200000,0,1.44,2.358154058456421
123,200000,0,1.45,2.0077147483825684
131,200000,0,1.46,2.8776345252990723
126,200000,0,1.47,2.692904472351074
149,200000,0,1.48,2.1416385173797607
129,200000,0,1.49,2.4562814235687256
140,200000,0,1.5,2.5573933124542236
130,200000,0,1.51,2.6083602905273438
142,200000,0,1.52,2.632266044616699
143,200000,0,1.53,2.4423935413360596
123,200000,0,1.54,2.818305253982544
118,200000,0,1.55,2.5509586334228516
136,200000,0,1.56,2.4510445594787598
113,200000,0,1.57,2.700779438018799
188,200000,0,1.58,2.3974366188049316
149,200000,0,1.59,2.617422342300415
207,200000,0,1.6,2.6714038848876953
154,200000,0,1.61,2.321256399154663
135,200000,0,1.62,2.511179208755493
132,200000,0,1.63,2.365440845489502
130,200000,0,1.64,2.2514889240264893
138,200000,0,1.65,2.3218483924865723
157,200000,0,1.66,2.2851860523223877
154,200000,0,1.67,2.559573173522949
128,200000,0,1.68,2.676924705505371
113,200000,0,1.69,2.270606517791748
159,200000,0,1.7,2.2178869247436523
163,200000,0,1.71,2.6015784740448
140,200000,0,1.72,2.6336941719055176
162,200000,0,1.73,2.5956711769104004
150,200000,0,1.74,2.2755401134490967
121,200000,0,1.75,2.3252415657043457
131,200000,0,1.76,2.11811900138855
151,200000,0,1.77,2.399585008621216
134,200000,0,1.78,2.2895379066467285
147,200000,0,1.79,2.1711366176605225
164,200000,0,1.8,2.03520131111145
190,200000,0,1.81,2.096769332885742
140,200000,0,1.82,2.0686488151550293
175,200000,0,1.83,2.146207809448242
149,200000,0,1.84,2.36955189704895
158,200000,0,1.85,2.354424238204956
158,200000,0,1.86,2.4367027282714844
150,200000,0,1.87,2.5139710903167725
193,200000,0,1.88,2.3242945671081543
135,200000,0,1.89,2.0940723419189453
128,200000,0,1.9,2.052098512649536
142,200000,0,1.91,1.9404139518737793
122,200000,0,1.92,1.9320857524871826
141,200000,0,1.93,1.914052963256836
138,200000,0,1.94,1.7844440937042236
113,200000,0,1.95,1.8286447525024414
142,200000,0,1.96,1.774855136871338
136,200000,0,1.97,1.795935869216919
169,200000,0,1.98,1.7003355026245117
112,200000,0,1.99,1.5479373931884766
126,200000,0,2.0,1.5900888442993164
42,200000,0,0.0,2.0365138053894043
86,200000,0,0.01,2.0767600536346436
88,200000,0,0.02,2.107395648956299
91,200000,0,0.03,2.8341684341430664
91,200000,0,0.04,2.132668972015381
90,200000,0,0.05,2.1467998027801514
96,200000,0,0.06,2.2330026626586914
98,200000,0,0.07,2.8591246604919434
100,200000,0,0.08,2.227569103240967
110,200000,1,0.09,2.6851937770843506
116,200000,5,0.1,2.4391517639160156
122,200000,12,0.11,2.624582529067993
113,200000,3,0.12,2.3449554443359375
108,200000,0,0.13,2.3071670532226562
122,200000,9,0.14,2.5112085342407227
122,200000,90,0.15,2.6972010135650635
122,200000,40,0.16,3.018009662628174
122,200000,106,0.17,2.4650089740753174
122,200000,145,0.18,2.844067335128784
122,34047,1000,0.19,1.442638874053955
122,34251,1000,0.2,1.510608434677124
122,34411,1000,0.21,1.589918851852417
122,34311,1000,0.22,2.8406872749328613
122,34067,1000,0.23,3.066533327102661
122,34435,1000,0.24,3.4167909622192383
122,34269,1000,0.25,3.4754648208618164
122,34447,1000,0.26,3.792837381362915
122,34404,1000,0.27,3.7832674980163574
122,34164,1000,0.28,3.8252694606781006
122,34627,1000,0.29,3.804309368133545
122,34231,1000,0.3,3.954021692276001
122,34358,1000,0.31,3.8984386920928955
122,34454,1000,0.32,3.966373920440674
122,34324,1000,0.33,3.986673355102539
122,34283,1000,0.34,4.032163381576538
122,34430,1000,0.35,4.137409210205078
122,34445,1000,0.36,4.122633457183838
122,34380,1000,0.37,4.124316453933716
122,34164,1000,0.38,4.144792795181274
122,34534,1000,0.39,4.179132461547852
122,34526,1000,0.4,4.168635845184326
122,34281,1000,0.41,4.150018215179443
122,34467,1000,0.42,4.143085956573486
122,34297,1000,0.43,4.104588985443115
122,34402,1000,0.44,4.018347263336182
122,34212,1000,0.45,4.009392976760864
122,34357,1000,0.46,3.9734508991241455
122,34254,1000,0.47,3.9687790870666504
122,34551,1000,0.48,3.983170509338379
122,34650,1000,0.49,3.9941821098327637
122,34095,1000,0.5,3.9950873851776123
122,34010,1000,0.51,4.004993915557861
122,34698,1000,0.52,3.988316774368286
122,34392,1000,0.53,3.9529948234558105
122,33969,1000,0.54,4.021069288253784
122,34339,1000,0.55,4.022855281829834
122,34551,1000,0.56,3.9832942485809326
122,34777,1000,0.57,3.999826192855835
122,34315,1000,0.58,3.9877126216888428
122,34324,1000,0.59,4.020210027694702
122,34588,1000,0.6,4.054457426071167
122,34497,1000,0.61,4.097624778747559
122,34171,1000,0.62,4.055734872817993
122,34140,1000,0.63,4.03992486000061
122,34292,1000,0.64,4.089128494262695
122,34319,1000,0.65,4.075794696807861
122,34510,1000,0.66,4.248055696487427
122,34702,1000,0.67,4.3429765701293945
122,34207,1000,0.68,4.365929365158081
122,34263,1000,0.69,4.368908166885376
122,34288,1000,0.7,4.371990442276001
122,34376,1000,0.71,4.394295692443848
122,34523,1000,0.72,4.398558616638184
122,34383,1000,0.73,4.409250497817993
122,34731,1000,0.74,4.418454170227051
122,34180,1000,0.75,4.45250129699707
122,34577,1000,0.76,4.4293036460876465
122,34659,1000,0.77,4.393364906311035
122,34174,1000,0.78,4.410243511199951
122,34335,1000,0.79,4.397964000701904
122,33914,1000,0.8,4.422231912612915
122,34349,1000,0.81,4.397833347320557
122,34087,1000,0.82,4.374368190765381
122,34551,1000,0.83,4.43130898475647
122,34429,1000,0.84,4.4403603076934814
122,34937,1000,0.85,4.420876979827881
122,34720,1000,0.86,4.441871404647827
122,34504,1000,0.87,4.410383939743042
122,34652,1000,0.88,4.3782548904418945
122,34366,1000,0.89,4.4033873081207275
122,34492,1000,0.9,4.505886793136597
122,34368,1000,0.91,4.5299601554870605
122,34444,1000,0.92,4.6252007484436035
122,34451,1000,0.93,4.618651390075684
122,34469,1000,0.94,4.605322599411011
122,34755,1000,0.95,4.662076234817505
122,34417,1000,0.96,4.636522531509399
122,34688,1000,0.97,4.731944561004639
122,34218,1000,0.98,4.755855321884155
122,33985,1000,0.99,4.727267026901245
122,34347,1000,1.0,4.796074151992798
122,34272,1000,1.01,4.789037466049194
122,34572,1000,1.02,4.772173881530762
122,34495,1000,1.03,4.7968316078186035
122,34361,1000,1.04,4.7922375202178955
122,34244,1000,1.05,4.757546424865723
122,34238,1000,1.06,4.791560173034668
122,34114,1000,1.07,4.752236843109131
122,34309,1000,1.08,4.739980220794678
122,34427,1000,1.09,4.738153696060181
122,34828,1000,1.1,3.7626984119415283
122,34123,1000,1.11,3.4213414192199707
122,34494,1000,1.12,3.0019476413726807
122,34272,1000,1.13,2.860917568206787
122,34359,1000,1.14,2.46561598777771
245,33820,1000,1.15,2.55200457572937
124,200000,16,1.16,2.558617115020752
124,200000,10,1.17,2.630983829498291
124,200000,8,1.18,2.947399616241455
124,200000,5,1.19,2.542634963989258
135,200000,5,1.2,2.680032968521118
132,200000,6,1.21,2.5863418579101562
140,200000,5,1.22,2.5158259868621826
144,200000,5,1.23,2.5830440521240234
134,200000,5,1.24,2.478093385696411
122,200000,3,1.25,2.380189895629883
125,200000,3,1.26,2.842055082321167
144,200000,3,1.27,2.3808109760284424
147,200000,3,1.28,2.4108119010925293
122,200000,0,1.29,2.476248264312744
126,200000,1,1.3,2.182166576385498
144,200000,0,1.31,2.62315034866333
125,200000,0,1.32,2.1005566120147705
142,200000,0,1.33,2.4115548133850098
126,200000,0,1.34,2.3221840858459473
151,200000,0,1.35,1.997781753540039
130,200000,0,1.36,2.481279134750366
154,200000,0,1.37,2.8301925659179688
120,200000,0,1.38,2.2074122428894043
137,200000,0,1.39,2.1190342903137207
136,200000,0,1.4,2.316265106201172
167,200000,0,1.41,2.95286226272583
111,200000,0,1.42,2.1400864124298096
129,200000,0,1.43,2.7355566024780273
112,200000,0,1.44,2.097848415374756
116,200000,0,1.45,2.8011646270751953
130,200000,0,1.46,2.0597472190856934
121,200000,0,1.47,2.46537446975708
143,200000,0,1.48,2.46880841255188
127,200000,0,1.49,2.813528299331665
157,200000,0,1.5,2.232682943344116
128,200000,0,1.51,2.063708782196045
119,200000,0,1.52,2.5109684467315674
118,200000,0,1.53,2.1099488735198975
128,200000,0,1.54,2.141864776611328
124,200000,0,1.55,2.015254497528076
129,200000,0,1.56,2.346609115600586
130,200000,0,1.57,2.1592795848846436
167,200000,0,1.58,2.279417037963867
165,200000,0,1.59,2.173676013946533
102,200000,0,1.6,2.232525110244751
178,200000,0,1.61,2.0312108993530273
165,200000,0,1.62,2.89467191696167
110,200000,0,1.63,3.3964741230010986
138,200000,0,1.64,2.3756492137908936
138,200000,0,1.65,2.20754075050354
150,200000,0,1.66,3.293520212173462
127,200000,0,1.67,2.1297101974487305
138,200000,0,1.68,2.088613271713257
120,200000,0,1.69,2.11832594871521
152,200000,0,1.7,3.6643056869506836
154,200000,0,1.71,2.183492660522461
113,200000,0,1.72,2.9550812244415283
129,200000,0,1.73,2.266731023788452
162,200000,0,1.74,2.612272024154663
136,200000,0,1.75,2.1107189655303955
165,200000,0,1.76,2.9202921390533447
173,200000,0,1.77,3.573601245880127
217,200000,0,1.78,2.578463554382324
149,200000,0,1.79,2.601792812347412
138,200000,0,1.8,3.277435064315796
150,200000,0,1.81,2.9441115856170654
164,200000,0,1.82,3.690059185028076
149,200000,0,1.83,3.843165636062622
151,200000,0,1.84,3.224578857421875
146,200000,0,1.85,2.842268466949463
129,200000,0,1.86,2.812501907348633
132,200000,0,1.87,2.773188591003418
127,200000,0,1.88,2.9434256553649902
147,200000,0,1.89,2.6946420669555664
158,200000,0,1.9,2.703655958175659
173,200000,0,1.91,2.254225254058838
132,200000,0,1.92,2.765916347503662
177,200000,0,1.93,2.0861661434173584
144,200000,0,1.94,2.380260705947876
117,200000,0,1.95,2.2536230087280273
122,200000,0,1.96,2.1388096809387207
131,200000,0,1.97,2.424013376235962
167,200000,0,1.98,2.415468454360962
134,200000,0,1.99,2.1589019298553467
166,200000,0,2.0,2.153975009918213
44,200000,0,0.0,1.979264736175537
85,200000,0,0.01,2.0815110206604004
92,200000,0,0.02,2.1293795108795166
94,200000,0,0.03,2.261326313018799
92,200000,0,0.04,2.2297089099884033
92,200000,0,0.05,2.620756149291992
90,200000,0,0.06,2.165348529815674
107,200000,0,0.07,2.6545848846435547
91,200000,0,0.08,2.8200082778930664
109,200000,0,0.09,2.5001604557037354
112,200000,1,0.1,2.289412498474121
122,200000,16,0.11,2.7164247035980225
110,200000,0,0.12,2.3862104415893555
122,200000,11,0.13,2.629544258117676
122,200000,68,0.14,2.7223236560821533
109,200000,0,0.15,2.4118025302886963
122,200000,97,0.16,2.6785967350006104
122,200000,50,0.17,2.664527177810669
122,34701,1000,0.18,1.3201141357421875
122,34659,1000,0.19,1.3822722434997559
122,34291,1000,0.2,1.4167277812957764
122,34342,1000,0.21,1.373558759689331
122,34362,1000,0.22,2.392118453979492
122,34407,1000,0.23,2.5030970573425293
122,34375,1000,0.24,2.6883907318115234
122,34061,1000,0.25,2.9689154624938965
122,34530,1000,0.26,3.352552652359009
122,34603,1000,0.27,3.7215731143951416
122,34436,1000,0.28,3.8070383071899414
122,34791,1000,0.29,3.9610793590545654
122,34224,1000,0.3,3.9701082706451416
122,34618,1000,0.31,3.9522790908813477
122,34277,1000,0.32,4.0755603313446045
122,34788,1000,0.33,4.178986072540283
122,34351,1000,0.34,4.187405347824097
122,34573,1000,0.35,4.244408369064331
122,34353,1000,0.36,4.352726221084595
122,34365,1000,0.37,4.438783884048462
122,34740,1000,0.38,4.400403738021851
122,34364,1000,0.39,4.425252199172974
122,34329,1000,0.4,4.4166419506073
122,34131,1000,0.41,4.470396518707275
122,34162,1000,0.42,4.482250690460205
122,34255,1000,0.43,4.472806215286255
122,34523,1000,0.44,4.740035057067871
122,34593,1000,0.45,4.820176124572754
122,34362,1000,0.46,4.941481590270996
122,34594,1000,0.47,4.98567271232605
122,34194,1000,0.48,5.108666181564331
122,34240,1000,0.49,5.161092281341553
122,34331,1000,0.5,5.168684005737305
122,34197,1000,0.51,5.306943893432617
122,34488,1000,0.52,5.2514283657073975
122,34624,1000,0.53,5.22378945350647
122,34762,1000,0.54,5.355479001998901
122,34536,1000,0.55,5.267174959182739
122,34339,1000,0.56,5.267435312271118
122,34268,1000,0.57,5.332046747207642
122,34472,1000,0.58,5.28217339515686
122,34301,1000,0.59,5.3076136112213135
122,34290,1000,0.6,5.24130916595459
122,34252,1000,0.61,5.293569564819336
122,33777,1000,0.62,5.322073459625244
122,34431,1000,0.63,5.28619909286499
122,33932,1000,0.64,5.261786699295044
122,34806,1000,0.65,5.288162469863892
122,34579,1000,0.66,4.9804651737213135
122,34240,1000,0.67,4.916675090789795
122,33933,1000,0.68,4.897294521331787
122,34214,1000,0.69,4.967198848724365
122,34425,1000,0.7,4.863792419433594
122,34349,1000,0.71,4.866611003875732
122,34466,1000,0.72,4.869648456573486
122,34132,1000,0.73,4.849576950073242
122,34475,1000,0.74,4.839799165725708
122,34276,1000,0.75,4.823848247528076
122,34355,1000,0.76,4.819717884063721
122,34502,1000,0.77,4.824632167816162
122,33974,1000,0.78,4.8780357837677
122,34514,1000,0.79,4.820671796798706
122,34099,1000,0.8,4.832441091537476
122,34338,1000,0.81,4.8155553340911865
122,34576,1000,0.82,4.792068958282471
122,34326,1000,0.83,4.765206575393677
122,34569,1000,0.84,4.862004041671753
122,34103,1000,0.85,4.7816596031188965
122,34207,1000,0.86,4.7979736328125
122,34659,1000,0.87,4.806613922119141
122,34617,1000,0.88,4.7910988330841064
122,33910,1000,0.89,4.8133862018585205
122,34465,1000,0.9,4.800926923751831
122,34498,1000,0.91,4.742031097412109
122,34369,1000,0.92,4.7921223640441895
122,34544,1000,0.93,4.7954065799713135
122,34443,1000,0.94,4.7968621253967285
122,34295,1000,0.95,4.795618295669556
122,34885,1000,0.96,4.827101707458496
122,34627,1000,0.97,4.808228492736816
122,34282,1000,0.98,4.771039962768555
122,34678,1000,0.99,4.781028509140015
122,34421,1000,1.0,4.7671589851379395
122,34102,1000,1.01,4.781744003295898
122,34236,1000,1.02,4.772152423858643
122,34133,1000,1.03,4.738591909408569
122,34065,1000,1.04,4.7346580028533936
122,34609,1000,1.05,4.738135576248169
122,34950,1000,1.06,4.685805082321167
122,34624,1000,1.07,4.6890175342559814
122,34423,1000,1.08,4.6790125370025635
122,34288,1000,1.09,4.6642374992370605
122,34508,1000,1.1,4.062830686569214
122,34456,1000,1.11,3.92708158493042
122,33748,1000,1.12,3.6554152965545654
122,34501,1000,1.13,3.3531289100646973
122,34340,1000,1.14,2.891143798828125
164,34668,1000,1.15,2.500605583190918
124,200000,13,1.16,2.250330686569214
124,200000,9,1.17,2.319997549057007
126,200000,8,1.18,2.3084604740142822
124,200000,5,1.19,2.3109774589538574
130,200000,6,1.2,2.5203704833984375
140,200000,6,1.21,2.3913745880126953
124,200000,5,1.22,2.3988850116729736
135,200000,5,1.23,3.10670804977417
143,200000,5,1.24,2.4870293140411377
132,200000,3,1.25,2.3832685947418213
126,200000,3,1.26,2.257671356201172
135,200000,3,1.27,2.445927858352661
120,200000,1,1.28,2.643501043319702
129,200000,1,1.29,2.2914955615997314
122,200000,0,1.3,2.2263007164001465
152,200000,0,1.31,2.348440408706665
137,200000,0,1.32,2.4052653312683105
145,200000,1,1.33,2.148595094680786
132,200000,1,1.34,2.3992373943328857
130,200000,0,1.35,2.4744155406951904
133,200000,0,1.36,2.60229754447937
140,200000,0,1.37,2.3099637031555176
136,200000,0,1.38,2.5181074142456055
145,200000,0,1.39,2.304394245147705
155,200000,0,1.4,2.2410523891448975
116,200000,0,1.41,2.5563228130340576
122,200000,0,1.42,2.1541314125061035
138,200000,0,1.43,2.0462796688079834
130,200000,0,1.44,2.0185863971710205
142,200000,0,1.45,1.9362907409667969
121,200000,0,1.46,2.03074312210083
128,200000,0,1.47,2.406686544418335
140,200000,0,1.48,2.683058261871338
126,200000,0,1.49,2.421133518218994
133,200000,0,1.5,2.194279432296753
132,200000,0,1.51,2.349804639816284
122,200000,0,1.52,2.421241283416748
134,200000,0,1.53,2.7117817401885986
134,200000,0,1.54,2.6485002040863037
135,200000,0,1.55,2.5586671829223633
122,200000,0,1.56,2.220229387283325
108,200000,0,1.57,2.4778671264648438
119,200000,0,1.58,2.3597757816314697
147,200000,0,1.59,2.242485523223877
142,200000,0,1.6,2.1073319911956787
161,200000,0,1.61,2.2968838214874268
127,200000,0,1.62,2.1833062171936035
121,200000,0,1.63,2.4899673461914062
151,200000,0,1.64,2.304772138595581
110,200000,0,1.65,2.0503053665161133
156,200000,0,1.66,2.258575677871704
131,200000,0,1.67,2.4493257999420166
114,200000,0,1.68,2.4676287174224854
121,200000,0,1.69,2.084717273712158
136,200000,0,1.7,2.1549265384674072
123,200000,0,1.71,2.478543519973755
126,200000,0,1.72,2.681082010269165
158,200000,0,1.73,2.2468700408935547
140,200000,0,1.74,2.245333671569824
137,200000,0,1.75,2.778231620788574
134,200000,0,1.76,2.7558939456939697
179,200000,0,1.77,2.1222078800201416
133,200000,0,1.78,2.359448194503784
147,200000,0,1.79,2.313837766647339
112,200000,0,1.8,2.0979981422424316
112,200000,0,1.81,2.0818374156951904
159,200000,0,1.82,2.473939895629883
137,200000,0,1.83,2.2291603088378906
151,200000,0,1.84,2.0670950412750244
126,200000,0,1.85,2.2309460639953613
108,200000,0,1.86,2.2786173820495605
137,200000,0,1.87,2.2344343662261963
157,200000,0,1.88,2.3294427394866943
141,200000,0,1.89,2.396101236343384
157,200000,0,1.9,2.3288769721984863
142,200000,0,1.91,2.150188446044922
128,200000,0,1.92,2.1800343990325928
137,200000,0,1.93,1.9738695621490479
151,200000,0,1.94,2.0138015747070312
165,200000,0,1.95,1.9497268199920654
187,200000,0,1.96,1.8622820377349854
133,200000,0,1.97,1.7655456066131592
119,200000,0,1.98,1.6382343769073486
148,200000,0,1.99,1.6352336406707764
114,200000,0,2.0,1.6116204261779785
53,200000,0,0.0,2.243255853652954
84,200000,0,0.01,2.0456361770629883
90,200000,0,0.02,2.1015429496765137
94,200000,0,0.03,2.564756155014038
96,200000,0,0.04,2.1849493980407715
93,200000,0,0.05,2.47733211517334
90,200000,0,0.06,2.1524341106414795
86,200000,0,0.07,2.196719169616699
106,200000,0,0.08,2.604292631149292
101,200000,0,0.09,2.568976879119873
109,200000,0,0.1,2.456972122192383
113,200000,2,0.11,2.5098938941955566
109,200000,0,0.12,2.2787351608276367
122,200000,9,0.13,2.3930130004882812
122,200000,30,0.14,2.6352081298828125
122,200000,76,0.15,2.501694440841675
122,200000,36,0.16,2.1916658878326416
122,200000,75,0.17,2.5143303871154785
122,34343,1000,0.18,1.2403035163879395
122,34371,1000,0.19,1.3159561157226562
122,34412,1000,0.2,1.2711544036865234
122,34459,1000,0.21,1.2648379802703857
122,34221,1000,0.22,2.1225271224975586
122,34603,1000,0.23,2.362478017807007
122,34180,1000,0.24,2.5346217155456543
122,34151,1000,0.25,2.5971791744232178
122,34307,1000,0.26,3.9598662853240967
122,34606,1000,0.27,4.128430604934692
122,34266,1000,0.28,4.445913314819336
122,34351,1000,0.29,4.483393430709839
122,34591,1000,0.3,4.515401363372803
122,34597,1000,0.31,4.527519464492798
122,34494,1000,0.32,4.657385587692261
122,34380,1000,0.33,4.743471622467041
122,34575,1000,0.34,4.765014886856079
122,34690,1000,0.35,4.829610824584961
122,34288,1000,0.36,4.849470853805542
122,34470,1000,0.37,4.837580919265747
122,34446,1000,0.38,4.906869649887085
122,33792,1000,0.39,4.915358304977417
122,34279,1000,0.4,4.906700372695923
122,34476,1000,0.41,4.873897552490234
122,34737,1000,0.42,4.921622276306152
122,34790,1000,0.43,4.929859161376953
122,33974,1000,0.44,5.062105417251587
